step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
345,CASH_IN,51207.03,C1847114883,9632864.42,9684071.45,C1261981506,108526.69,57319.66,0,0
345,CASH_IN,111485.23,C1969354980,9684071.45,9795556.68,C964642425,189963.76,78478.53,0,0
345,CASH_IN,52027.95,C57270830,9795556.68,9847584.63,C1990427133,113007.25,60979.29,0,0
345,CASH_IN,28081.22,C1818068026,9847584.63,9875665.86,C1035163900,797077.76,768996.53,0,0
345,CASH_IN,33487.09,C1200275862,9875665.86,9909152.95,C419889958,1068675.47,1035188.37,0,0
345,CASH_IN,346504.74,C1037477723,9909152.95,1.025565769E7,C1635233792,2.996909067E7,2.962258593E7,0,0
345,CASH_IN,301667.05,C1902266973,1.025565769E7,1.055732474E7,C891613549,503162.09,201495.04,0,0
345,CASH_IN,5471.13,C1897823263,1.055732474E7,1.056279587E7,C315211947,85439.35,79968.22,0,0
345,CASH_IN,24007.24,C1611240923,1.056279587E7,1.058680312E7,C285103685,1329501.51,1305494.27,0,0
345,CASH_IN,14702.51,C1751976702,1.058680312E7,1.060150563E7,C1947419929,65329.68,50627.17,0,0
345,CASH_IN,363548.68,C197035276,1.060150563E7,1.09650543E7,C729910941,3569133.2,3205584.52,0,0
345,CASH_IN,193477.04,C155385568,1.09650543E7,1.115853135E7,C1303945881,1221733.65,1028256.6,0,0
345,CASH_IN,153605.83,C633935198,1.115853135E7,1.131213718E7,C1797641452,337902.4,184296.57,0,0
345,CASH_IN,283773.47,C628347363,1.131213718E7,1.159591066E7,C1814303935,350506.64,66733.17,0,0
345,CASH_IN,304237.38,C1511700132,1.159591066E7,1.190014804E7,C1768393435,1852092.16,1547854.78,0,0
345,CASH_IN,166077.91,C1152513785,1.190014804E7,1.206622594E7,C32569718,6293403.93,6127326.02,0,0
345,CASH_IN,27045.72,C700414164,1.206622594E7,1.209327166E7,C1940413133,90527.11,63481.39,0,0
345,CASH_IN,119925.48,C309872841,1.209327166E7,1.221319714E7,C300413562,572086.24,452160.76,0,0
345,CASH_IN,9143.41,C492336052,1.221319714E7,1.222234055E7,C1360252133,866773.53,857630.11,0,0
345,CASH_IN,92794.12,C1452628184,1.222234055E7,1.231513467E7,C279640198,516550.0,423755.88,0,0
345,CASH_IN,396444.05,C71234310,1.231513467E7,1.271157872E7,C861012049,1811599.14,1415155.09,0,0
345,CASH_IN,387303.99,C1422974280,1.271157872E7,1.309888271E7,C1277160825,623390.7,236086.71,0,0
345,CASH_IN,78898.97,C172736949,1.309888271E7,1.317778168E7,C2096603634,360160.68,281261.71,0,0
345,CASH_IN,420290.94,C1994656700,1.317778168E7,1.359807263E7,C1474461587,2324839.07,1904548.13,0,0
345,CASH_IN,327429.14,C87126181,1.359807263E7,1.392550177E7,C220104928,447272.17,119843.03,0,0
345,CASH_IN,171545.06,C1473890262,1.392550177E7,1.409704682E7,C1930844565,3200449.57,3028904.51,0,0
345,CASH_IN,69318.09,C63693553,1.409704682E7,1.416636491E7,C1980709067,1102276.15,1032958.07,0,0
345,CASH_IN,153365.98,C1436856543,1.416636491E7,1.431973089E7,C1546074666,1282089.23,1128723.25,0,0
345,CASH_IN,34053.57,C1528710806,1.431973089E7,1.435378446E7,C771805758,209422.54,175368.97,0,0
345,CASH_IN,60867.37,C1113640276,1.435378446E7,1.441465183E7,C151935837,1.416454434E7,1.410367697E7,0,0
345,CASH_IN,24306.29,C518026115,1.441465183E7,1.443895812E7,C1272526961,425176.83,400870.54,0,0
345,CASH_IN,92474.16,C1848777416,1.443895812E7,1.453143227E7,C611719623,1615947.42,1523473.27,0,0
345,CASH_IN,67799.75,C1194449774,1.453143227E7,1.459923203E7,C1299640751,308990.09,241190.33,0,0
345,CASH_IN,116315.35,C58696881,1.459923203E7,1.471554738E7,C1516229448,1751350.44,1635035.09,0,0
