step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
15,CASH_IN,34640.51,C474135841,1.930188066E7,1.933652117E7,C748261222,1460718.26,1426077.75,0,0
15,CASH_IN,103462.32,C1401686864,1.933652117E7,1.94399835E7,C1080314178,1.515190039E7,1.496180238E7,0,0
15,CASH_IN,169777.99,C789004993,1.94399835E7,1.960976149E7,C2028054542,914481.28,744703.28,0,0
15,CASH_IN,11414.85,C593058111,1.960976149E7,1.962117634E7,C728526866,1.410455096E7,1.409313611E7,0,0
15,CASH_IN,65303.45,C712721344,1.962117634E7,1.968647979E7,C1849844563,1104029.73,1038726.27,0,0
15,DEBIT,4280.39,C421399380,20272.0,15991.61,C23538972,270361.0,274641.39,0,0
15,CASH_OUT,43728.47,C203052028,1076.0,0.0,C314413129,5053930.41,5097658.88,0,0
15,CASH_IN,357020.88,C1701012449,40034.0,397054.88,C1457224411,2080095.93,1723075.06,0,0
15,DEBIT,4577.79,C360077774,47956.0,43378.21,C219860070,556230.36,560808.15,0,0
15,PAYMENT,12960.36,C2094769311,5562.0,0.0,M578854219,0.0,0.0,0,0
15,CASH_OUT,36075.26,C1543675537,32020.26,0.0,C1678203505,1171436.18,1207511.44,0,0
15,PAYMENT,4399.47,C2073887990,0.0,0.0,M1522772038,0.0,0.0,0,0
15,PAYMENT,10351.7,C2081365136,21269.0,10917.3,M884077462,0.0,0.0,0,0
15,CASH_OUT,163275.02,C664337218,138053.95,0.0,C171497818,895268.75,1058543.78,0,0
15,TRANSFER,639586.3,C1625224815,0.0,0.0,C1143679582,1752861.95,2392448.25,0,0
15,TRANSFER,132631.73,C1680969080,0.0,0.0,C1062714827,653479.96,786111.69,0,0
15,TRANSFER,8121.49,C1604841259,0.0,0.0,C1070392489,694893.11,703014.6,0,0
15,TRANSFER,1016254.99,C1065704822,0.0,0.0,C1621735443,1404118.09,2420373.09,0,0
15,TRANSFER,128856.45,C679455079,0.0,0.0,C660101474,7307796.81,7436653.26,0,0
15,TRANSFER,817043.35,C1087224669,0.0,0.0,C1489369739,3747282.94,4564326.29,0,0
15,TRANSFER,59288.05,C552848088,0.0,0.0,C281619645,1268274.79,1327562.84,0,0
15,TRANSFER,196147.31,C889736541,0.0,0.0,C1387674302,3578915.06,3775062.37,0,0
15,TRANSFER,1061533.07,C1625947658,0.0,0.0,C1781548235,3617728.2,4679261.27,0,0
15,TRANSFER,2528066.84,C1297331737,0.0,0.0,C1120664493,2554025.67,5171215.38,0,0
15,PAYMENT,17986.73,C1934098529,11075.0,0.0,M81644016,0.0,0.0,0,0
15,CASH_IN,10824.26,C736849615,115.0,10939.26,C1704447071,583089.26,572264.99,0,0
