step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
259,PAYMENT,16813.21,C1942497053,25412.0,8598.79,M590293729,0.0,0.0,0,0
259,PAYMENT,14442.23,C758535128,30635.0,16192.77,M1334914532,0.0,0.0,0,0
259,CASH_OUT,308867.3,C2102594500,29874.0,0.0,C527010482,0.0,308867.3,0,0
259,CASH_IN,118981.77,C661737133,17252.0,136233.77,C2022426087,223155.51,104173.75,0,0
259,CASH_OUT,140080.79,C952525064,136233.77,0.0,C893448375,1841445.43,1981526.22,0,0
259,CASH_IN,67954.07,C2122221049,185772.68,253726.75,C1669133975,0.0,0.0,0,0
259,PAYMENT,14159.65,C454474969,253726.75,239567.1,M910134576,0.0,0.0,0,0
259,PAYMENT,2248.56,C1031435486,2447.0,198.44,M924938181,0.0,0.0,0,0
259,CASH_IN,282381.53,C436202892,43748.0,326129.53,C1086025491,491822.87,209441.33,0,0
259,PAYMENT,7740.4,C1407432078,326129.53,318389.14,M1037166504,0.0,0.0,0,0
259,TRANSFER,304299.64,C28502160,10493.0,0.0,C436118703,2307321.19,2611620.84,0,0
259,CASH_OUT,208173.43,C1741153959,69416.0,0.0,C613236821,473150.07,681323.5,0,0
259,PAYMENT,4185.95,C700866580,0.0,0.0,M454569507,0.0,0.0,0,0
259,PAYMENT,6768.01,C234402744,35090.0,28321.99,M1431477886,0.0,0.0,0,0
259,CASH_OUT,196055.43,C1334743552,463.0,0.0,C1589292556,2236934.74,2924976.27,0,0
259,PAYMENT,1431.22,C356369636,65133.0,63701.78,M1569767560,0.0,0.0,0,0
259,CASH_IN,97499.86,C485491754,112050.0,209549.86,C136522843,0.0,0.0,0,0
259,CASH_OUT,18883.15,C668310310,209549.86,190666.71,C499956410,656082.75,674965.9,0,0
259,CASH_OUT,112853.46,C1555329500,10836.0,0.0,C233447681,137373.13,250226.58,0,0
259,PAYMENT,2694.68,C133922370,6974.0,4279.32,M456588227,0.0,0.0,0,0
259,PAYMENT,5684.59,C271671080,4279.32,0.0,M1869936227,0.0,0.0,0,0
259,PAYMENT,158.04,C866229409,0.0,0.0,M535134709,0.0,0.0,0,0
259,PAYMENT,2696.64,C95900990,0.0,0.0,M1303931909,0.0,0.0,0,0
259,PAYMENT,2059.45,C1917040007,0.0,0.0,M1100638227,0.0,0.0,0,0
259,PAYMENT,5657.54,C2126236603,0.0,0.0,M1894598701,0.0,0.0,0,0
259,PAYMENT,1967.2,C535635002,0.0,0.0,M220536100,0.0,0.0,0,0
259,PAYMENT,11915.94,C769915176,0.0,0.0,M928342169,0.0,0.0,0,0
259,PAYMENT,13732.15,C1097813693,0.0,0.0,M1678161801,0.0,0.0,0,0
259,PAYMENT,1978.69,C1453209752,0.0,0.0,M1255394170,0.0,0.0,0,0
259,CASH_OUT,262679.7,C1911717435,4900.0,0.0,C1664913171,216067.21,478746.91,0,0
259,CASH_OUT,307177.21,C546911603,282.0,0.0,C526431225,2243807.82,2550985.03,0,0
259,CASH_OUT,91662.09,C124027648,591010.0,499347.91,C2087001438,1751557.87,1843219.96,0,0
259,CASH_IN,179658.27,C1396183181,6028.0,185686.27,C785398083,162544.34,0.0,0,0
