step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
10,CASH_OUT,578570.34,C1842020389,0.0,0.0,C1750350389,782692.89,1735465.73,0,0
10,PAYMENT,3948.26,C924595278,0.0,0.0,M1742045918,0.0,0.0,0,0
10,PAYMENT,1990.85,C164024007,10117.51,8126.67,M1018772978,0.0,0.0,0,0
10,PAYMENT,3233.27,C1783742575,8126.67,4893.4,M559512713,0.0,0.0,0,0
10,CASH_IN,43526.6,C508964499,36522.0,80048.6,C1329428979,32187.91,0.0,0,0
10,CASH_OUT,167177.33,C1811273222,80491.0,0.0,C1143679582,78320.0,1038218.88,0,0
10,CASH_OUT,166491.44,C256057775,72876.0,0.0,C1186916406,0.0,13953.56,0,0
10,CASH_OUT,126346.31,C1704241658,924474.65,798128.35,C2125180811,0.0,0.0,0,0
10,TRANSFER,1858444.23,C1243165037,798128.35,0.0,C589398557,1910383.11,4453733.15,0,0
10,CASH_IN,458312.8,C253332430,205897.0,664209.8,C1162775738,2022950.8,1941231.42,0,0
10,TRANSFER,1979770.86,C423726555,299688.1,0.0,C635371680,1928948.82,4453260.6,0,0
10,CASH_IN,290101.82,C1499085936,0.0,290101.82,C590624787,1226022.32,376878.36,0,0
10,CASH_IN,61305.0,C1523317871,290101.82,351406.82,C748014372,1.268260451E7,1.264777606E7,0,0
10,CASH_IN,49011.26,C433015555,351406.82,400418.08,C207299998,371286.0,139566.59,0,0
10,CASH_IN,453784.99,C209007284,400418.08,854203.07,C214968809,2395681.34,3448549.16,0,0
10,CASH_IN,380250.29,C71575286,854203.07,1234453.36,C1349402229,722495.89,467700.45,0,0
10,CASH_IN,27611.05,C23693973,1234453.36,1262064.41,C978481208,872137.56,2161279.92,0,0
10,CASH_IN,61393.51,C1654476520,1262064.41,1323457.92,C975434701,193602.37,614511.53,0,0
10,CASH_IN,5868.25,C1196961949,1323457.92,1329326.17,C1928995349,898692.48,1169569.62,0,0
10,CASH_IN,87945.42,C1645141270,1329326.17,1417271.59,C1106744673,6671536.55,6664196.03,0,0
10,CASH_IN,135.45,C796839648,1417271.59,1417407.04,C1483220562,2837696.9,2405221.2,0,0
10,CASH_IN,184357.2,C656158697,1417407.04,1601764.24,C351654810,2725953.75,3153579.36,0,0
10,CASH_IN,165541.12,C558251855,1601764.24,1767305.36,C977990184,4540043.94,4674358.02,0,0
10,CASH_IN,304330.83,C901034012,1767305.36,2071636.19,C1393612077,5309519.21,6324187.16,0,0
10,PAYMENT,464.93,C1818521988,6583892.2,6583427.26,M708929670,0.0,0.0,0,0
10,PAYMENT,2675.8,C988645062,6583427.26,6580751.47,M709490135,0.0,0.0,0,0
10,PAYMENT,12823.53,C1701726539,20541.0,7717.47,M1154091064,0.0,0.0,0,0
10,CASH_OUT,239023.81,C315059665,24088.0,0.0,C568332027,45743.76,642192.04,0,0
10,TRANSFER,1811910.31,C2001065235,20842.0,0.0,C1638313098,1998589.4,4347083.04,0,0
10,PAYMENT,9181.03,C1626799777,449426.9,440245.86,M1953083727,0.0,0.0,0,0
10,CASH_OUT,80305.76,C1567224822,440245.86,359940.1,C1428871260,143388.51,314834.86,0,0
10,CASH_OUT,179543.39,C73222149,96140.0,0.0,C533866202,297313.35,536512.09,0,0
10,CASH_IN,55542.63,C1401535961,15589.0,71131.63,C186254381,0.0,0.0,0,0
10,PAYMENT,36444.51,C1783860526,71131.63,34687.11,M2016880081,0.0,0.0,0,0
10,PAYMENT,3903.69,C381966258,34687.11,30783.43,M138237894,0.0,0.0,0,0
10,PAYMENT,4175.73,C2121371922,14421.0,10245.27,M1068051104,0.0,0.0,0,0
10,CASH_IN,252089.24,C191136544,30431.0,282520.24,C1420356843,2399274.65,2463634.19,0,0
10,CASH_OUT,201331.76,C1761961709,31049.0,0.0,C1381609700,0.0,534512.2,0,0
